#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
gen;1p8l5xoe;31-01-2020 10:36:25;1300;6.159341;6.159213;6.161796;274220;0;13185;101;0;1458;180;Cpu;Verlet;Wendland;Artificial;0.010000;0;1.000000;590;590;0.028284;(0-1E+17);0;0;2H;Pos-Single - OpenMP(Threads:8);0.002457;0.214283;0.214862;0.212338;0.000360;0.399585;4.468822;0.000000;0.413086;0.000000;0.000000;0.206244;0.000039;0.019765;0.000000;0.000000;0.000000
