#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
gen;i2nohpkl;31-01-2020 11:04:15;5100;17.201469;17.201441;17.206158;534420;828504;27107;101;0;5407;532;Gpu_0?="GeForce GTX 750";Verlet;Wendland;Artificial;0.010000;0;1.000000;2380;2380;0.014142;(700-1300);0;0;2H;Pos-Single - Single-Gpu - BsForcesBound=128 (40 regs) - BsForcesFluid=128 (52 regs);0.004664;2.319640;0.232495;3.638137;0.789601;0.412387;0.049795;1.385323;4.054547;0.000000;0.695805;0.000000;0.000000;1.705174;0.000436;0.015101;0.025599;0.000000;0.000000;0.000000
