#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
gen;mki48i3s;03-02-2020 10:53:39;5100;34.482254;34.481441;34.488060;971052;0;24570;101;0;5407;532;Cpu;Verlet;Wendland;Artificial;0.010000;0;1.000000;2380;2380;0.014142;(700-1300);0;0;2H;Pos-Single - OpenMP(Threads:8);0.005811;1.438482;1.382175;1.238685;0.000676;2.705163;23.740192;0.000000;2.771032;0.000000;0.000000;1.139396;0.000130;0.045536;0.000000;0.000000;0.000000
