#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
gen;g49ssj4u;31-01-2020 11:55:20;5100;30.325470;30.324932;30.329897;971052;0;24536;101;0;5407;532;Cpu;Verlet;Wendland;Artificial;0.010000;0;1.000000;2380;2380;0.014142;(700-1300);0;0;2H;Pos-Single - OpenMP(Threads:8);0.004421;1.421008;1.380129;1.230632;0.000668;2.689242;19.694717;0.000000;2.726717;0.000000;0.000000;1.116101;0.000111;0.048315;0.000000;0.000000;0.000000
